Reviews,Ratings,Dates,Website
"Service was fabulous - our waiter was attentive, charming and witty. The food was tasty and obviously of good quality; however, portions were less than generous. A vegetable or two would have been a welcome addition! Side caesars were truly boring. On the plus side, the curried lamb was delicious as was the Cioppino. And, for the ""carbs are okay"" crowd, the fries were terrific!",4.0,2013-12-17,OpenTable
"Like Reds in First Canadian Place, Reds Midtown Tavern had excellent food, although a more limited menu and wine list. That said, the wine choices were good and moderately priced (in comparison to other Toronto restaurants). The food was very good. I had a lamb shank that was well prepared. My wife was less impressed with her pasta dish, but did enjoy the meal. Background was somewhat loud for a table of six to have a casual conversation, but the environment was lively. Worth a visit. Location is excellent. Staff was very good, but seemed confused in some seating and serving issues. They were enthusiastic and I believe will gain confidence and ability with time.",4.0,2013-12-16,OpenTable
Lunch orders were mixed up but corrected.,4.0,2013-12-16,OpenTable
"Wow, I was very impressed with Red's Midtown.Food is inventive. Fresh. Delicious.I really enjoyed the music.When it's busy, the din of conversations might be a bit loud for some.The ambiance is casual but good service and friendly waitstaff.The chairs are incredibly comfortable!I would gladly return.",4.0,2013-12-13,OpenTable
"Our 1st visit & definitely not the last! It was a couple of wks before Xmas & it was packed with shoppers, office parties & groups of friends kicking off the wknd. The restaurant is large & lofty, but the tables are quite close together. The music was good & played at a considerate level (so conversation is possible), but the conversation noise was deafening by the time we left post-dinner & my friend & I were yelling at each other across a table for 2. The food was lovely & we shared 2 appetizers, 2 mains & a dessert so we could get a good sampling of the menu. Food was very good. I would especially be interested in brunch. They've only been open for a few wks and have most of the kinks worked out. All service was attentive.",3.0,2013-12-13,OpenTable
"great food, great service. When dessert did not come because they were sooooooooo busy they comped us our special coffees.",5.0,2013-12-12,OpenTable
"The beer & the dessert were the best part - great selection of beers. However, we were disappointed with the lunch. From the Shareables, the Tuna Tataki & the Szechuan Chicken Lettuce Wraps were unremarkable - have had much much tastier/better Pan/Asian creations elsewheres. And the side salads we ordered, Baby Kale & Quinoa & the Southern Thai Slaw, were very bland. We found it very noisy until the main lunch crowd left. The service was friendly & helpful.",2.0,2013-12-11,OpenTable
Okay food for the price. Found everything was too salty and the portions were huge. Service is prompt and mostly knowledgeable about the menu but waitstaff clearly not hired because of their enthusiasm for the food.,3.0,2013-12-09,OpenTable
"Great food, Fantastic service from Eric. Perfect combination.We'll be back soon.",5.0,2013-12-07,OpenTable
food was great noise was deafening,3.0,2013-12-03,OpenTable
The food and the service was excellent. I was hosting friends who were celebrating their 40th wedding aniversary and it was a great experience.,4.0,2013-12-01,OpenTable
"Went here on a Saturday night. Reservations are recommended. We had an early dinner (6:00 pm) because when making reservations earlier in the week that was the latest time available,so it wasn't very busy. I'm assuming this contributed to the quietness. The place has amazing decor. Our table for 2 was quite large, which is great, since most restaurants sit you at a small square with no place to put anything. The server was very knowledgeable and attentive. The food was divine. My steak was cooked perfectly. Overall it was a great experience and will definitely be going back.",5.0,2013-11-30,OpenTable
Vert disappointed. Server was excellent however on just simple things Reds seemed to have lost the idea as to understand who is the customer.,2.0,2013-11-29,OpenTable
Overall very good but the steak (14 oz ribeye) wasn't well trimmed and not recommended.,4.0,2013-11-28,OpenTable
"I am normally a really picky eater but I just could not find any fault with Reds Midtown Tavern! From my very first experience there, I noticed a huge difference between this new location and the old Red's Wine Bar on Adelaide. I liked everything I ordered that first time and have gone back at least three more times since. Each time, I tried something new in order to experience everything on the menu but I just have to keep going back for the potato flatbread and tuna tataki! I also always tell myself to order something else besides the filet mignon for my entree but it's just so hard to resist....always cooked just the way I love my steak!Overall, I would continue to come back and recommend to all my friends and co-workers!!",5.0,2013-11-20,OpenTable
